BDRC Resource ID,Gender,DOB,DOD,Traditions,Wiki-ID Traditions,label_bo,label_zh-hans,label_en,Alias_bo_1,Alias_bo_2,Alias_bo_3,Alias_bo_4,Alias_bo_5,Alias_bo_6,Alias_bo_7,Alias_bo_8,Alias_bo_9,Alias_bo_10,Alias_bo_11,Alias_bo_12,Alias_bo_13,Alias_bo_14,Alias_bo_15,Alias_bo_16,Alias_bo_17,Alias_zh_1,Alias_zh_2,Alias_en_1,Alias_en_2,Alias_en_3,Alias_en_4
P7492,Male,1925,,,,ཧུང་ཤན་མིང་།,黄显铭,,,,,,,,,,,,,,,,,,,,,,,,
P5508,Male,,,,,ཀརྨ་བྱང་ཆུབ།,,,,,,,,,,,,,,,,,,,,,,,,,
P9116,Male,,,,,ཐོན་པ་སྲི་ཆོད་ཚེ་བརྟན།,,,ཛ་སག་ཐོན་པ་སྲི་ཆོད་ཚེ་བརྟན།,སྲི་ཆོད་ཚེ་བརྟན།,,,,,,,,,,,,,,,,,,,,,
P5153,Male,,,,,གྲུབ་ཆེན་ཤཱཀྱ་ཡར་འཕེལ།,,,ཤཱཀྱ་ཡར་འཕེལ།,,,,,,,,,,,,,,,,,,,,,,
P7023,Male,,,Nyingma,Q848771,ལྷ་ལུང་ཀུན་དགའ་དབང་ཕྱུག,,,ཀུན་དགའ་དབང་ཕྱུག,,,,,,,,,,,,,,,,,,,,,,
P8805,Male,,,Sakya,Q650035,མཁན་ཆེན་ཚུལ་ཁྲིམས་རིན་ཆེན།,,,ཚུལ་ཁྲིམས་རིན་ཆེན།,,,,,,,,,,,,,,,,,,,,,,
P3236,Male,,,,,ཙི་ལུ་པཎྜི་ཏ།,,,ཅི་ལུ་པཎ་ཆེན།,,,,,,,,,,,,,,,,,,,,,,
P2965,Male,,1966,Geluk,Q319218,འཇིགས་མེད་འོད་གསལ་རྡོ་རྗེ།,,,བླ་མ་ཚེ་ཐར་བ་ཚང་།,,,,,,,,,,,,,,,,,,,,,,
P8LS13915,,,,,,གནུབས་འཇོལ་པོ་དབང་ཕྱུག,,,འཇོལ་པོ་དབང་ཕྱུག,,,,,,,,,,,,,,,,,,,,,,
P8LS12471,,,,,,ཆོས་ལྡན་མགོན་པོ།,,,ཁ་རེག་སིང་མ་དགོན་བླ་མ ༠༣,,,,,,,,,,,,,,,,,,,,,,
P4035,Male,,,,,ཤེས་རབ་རལ་གྲི།,,,,,,,,,,,,,,,,,,,,,,,,,
P4363,Male,,,,,ཀུན་དགའ་བཟང་པོ།,,,,,,,,,,,,,,,,,,,,,,,,,
P7909,Male,,,,,རྟ་མགྲིན་ཆོས་དར།,,,,,,,,,,,,,,,,,,,,,,,,,
P5306,Male,,,,,དུས་ཞབས་པ་ཤཱཀྱ་དབང་ཕྱུག,,,སྙེ་མོ་དུས་ཞབས་པ་ཤཱཀྱ་དབང་ཕྱུག,ཤཱཀྱ་དབང་ཕྱུག,,,,,,,,,,,,,,,,,,,,,
P1PD110729,,,,,,བྱ་བྲལ་ཐུགས་རྗེ་མྱུ་གུ།,,,ཨ་མདོ་རི་སྐེད་བྱ་བྲལ་ཐུགས་རྗེ་མྱུ་གུ།,རི་སྐེད་བྱ་བྲལ་རིན་པོ་ཆེ།,ཐུགས་རྗེ་མྱུ་གུ།,,,,,,,,,,,,,,,,,,,,
P1CZ847,Female,,,,,ཉི་སྒྲོལ།,,,,,,,,,,,,,,,,,,,,,,,,,
P4400,Male,1826,1888,Kadam,Q588362,གཟིམས་ཁང ༠༢་ངག་དབང་བསྟན་འཛིན་མཆོག་གྲུབ།,,,ངག་དབང་བསྟན་འཛིན་མཆོག་གྲུབ།,,,,,,,,,,,,,,,,,,,,,,
P9768,Male,1945,,,,ཆོས་རྒྱལ་ཟླ་བ།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS12155,,1855,,Geluk,Q319218,ཨུ་རད་སྨོན་ལམ་རབ་འབྱམས་པ་དགེ་ལེགས་བརྩོན་འགྲུས།,,,སྐུ་འབུམ་དུས་འཁོར་ཁྲི ༤༠,དགེ་ལེགས་བརྩོན་འགྲུས།,,,,,,,,,,,,,,,,,,,,,
P8LS75569,,,,,,སྐལ་བཟང་ནོར་བུ།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS14229,,,,,,དགེ་སློང་ཆོས་སྐྱོང་གྲགས་པ།,,,ཆོས་སྐྱོང་གྲགས་པ།,,,,,,,,,,,,,,,,,,,,,,
P6682,Male,,,,,གླང་མདུན་བློ་བཟང་བཀྲ་ཤིས།,,,བློ་བཟང་བཀྲ་ཤིས།,,,,,,,,,,,,,,,,,,,,,,
P8LS13335,,,,Geluk,Q319218,འགྱང་རོ་སྐུ་ཕྲེང་དང་པོ།,,,འགྱང་རོ་ཨ་ལགས ༠༡,,,,,,,,,,,,,,,,,,,,,,
P7900,Male,1670,,,,ཟུར་མཆོག་སྤྲུལ་ངག་དབང་ཀུན་དགའ་བསོད་ནམས་མཆོག་གྲུབ་བསྟན་པའི་རྒྱལ་མཚན།,,,ངག་དབང་ཀུན་དགའ་བསོད་ནམས་མཆོག་གྲུབ་བསྟན་པའི་རྒྱལ་མཚན།,,,,,,,,,,,,,,,,,,,,,,
P10061,Male,,,,,ཅོ་ནེ་རྡོ་རྗེ་ཚེ་རིང་།,,,རྡོ་རྗེ་ཚེ་རིང་།,,,,,,,,,,,,,,,,,,,,,,
P3AG54,,1930,1959,,,དགེ་མང ༠༣་གར་དབང་ལས་རབ་གླིང་པ།,,Garwang Lerab Lingpa,གར་དབང་ལས་རབ་གླིང་པ།,དགེ་མང ༠༣,སྐུ་ཞབས་དགེ་མང་གར་དབང་ལས་རབ་གླིང་པ།,,,,,,,,,,,,,,,,,,,,
P8412,Male,,,,,གཡུང་རྡོ་རྗེ་འབུམ།,,,རྡོ་རྗེ་འབུམ།,,,,,,,,,,,,,,,,,,,,,,
P9560,Male,,,,,སེར་ཤུལ་ཐུབ་དབང་།,,,ཐུབ་དབང་།,,,,,,,,,,,,,,,,,,,,,,
P1PD108824,,,,,,མཁན་ཆེན་ངག་དབང་གྲགས་པ།,,,ངག་དབང་གྲགས་པ།,,,,,,,,,,,,,,,,,,,,,,
P3CN26287,,,,,,ལྡོང་སྐལ་བཟང་།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS12365,,,,Geluk,Q319218,དོ་ཚེའི་དགེ་སློང་དཀོན་མཆོག་སྦྱིན་པ།,,,དཀོན་མཆོག་སྦྱིན་པ།,གཙང་དགོན་གདན་རབས ༢༦,,,,,,,,,,,,,,,,,,,,,
P1724,Male,,,,,ཉི་ཐང་པ་ངག་དབང་དོན་གྲུབ།,,,ཉི་མ་ཐང་པ་ངག་དབང་དོན་གྲུབ།,པ་རི་ཉི་ཐང་བླ་མ་ངག་དབང་དོན་གྲུབ།,ངག་དབང་དོན་གྲུབ།,,,,,,,,,,,,,,,,,,,,
P1TD10,Female,,,,,རྒྱལ་ཡུམ་ཆེན་མོ།,,Diki Tsering,བདེ་སྐྱིད་ཚེ་རིང་།,སྟག་ལྷ།,,,,,,,,,,,,,,,,,,,,,
P3AG13,,,,,,མཚུངས་མེད་བསོད་ནམས་བློ་གྲོས།,,Tsungme Sonam Lodro,,,,,,,,,,,,,,,,,,,,,,,
P9054,Male,,,,,ཧྲེན་ཡོན་ཅ།,,,,,,,,,,,,,,,,,,,,,,,,,
P6098,Male,,,,,ཚུལ་ཁྲིམས་ཆོས་སྦྱོར།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS75524,,,,,,ཤེས་རབ་འོད་ཟེར།,,,,,,,,,,,,,,,,,,,,,,,,,
P3521,Male,,,,,རྡོ་རྗེ་རྒྱལ་པོ།,,,དཀའ་བཅུ་པ་རྡོ་རྗེ་རྒྱལ་པོ།,དཀའ་བཅུ་པ་རྡོ་རྗེ་རྒྱལ་པོ།,,,,,,,,,,,,,,,,,,,,,
P8LS12184,,,1714,Kadam,Q588362,རིན་ཆེན་འཇམ་དཔལ་བསྟན་པའི་རྒྱལ་མཚན།,,,བསྟན་པའི་རྒྱལ་མཚན།,ཞྭ་ལུ་མཁན་ཆེན ༢༥,,,,,,,,,,,,,,,,,,,,,
P8LS75370,,,,,,མཁན་པོ་རྒྱལ་མཚན་ཆོས་གྲགས།,,,རྒྱལ་མཚན་ཆོས་གྲགས།,,,,,,,,,,,,,,,,,,,,,,
P00KG012,,1931,,,,སེར་བྱེས་དགེ་བཤེས་ངག་དབང་ཟླ་གྲགས།,,,ངག་དབང་ཟླ་གྲགས།,,,,,,,,,,,,,,,,,,,,,,
P2561,Male,1824,1863,,,རྡོ་གྲུབ་ཆེན ༠༢་འཇིགས་མེད་ཕུན་ཚོགས་འབྱུང་གནས།,,Jigme Puntsok Jungne,རྡོ་གྲུབ་ཆེན ༠༢,འཇིགས་མེད་ཕུན་ཚོགས་འབྱུང་གནས།,,,,,,,,,,,,,,,,,,,,,
P2718,Male,,,,,སྤ་གྲོ་ཆོས་རྗེ་ཆོས་དབང་ལྷུན་གྲུབ།,,,རང་གྲོལ་ཆོས་དབང་ལྷུན་གྲུབ།,ཆོས་དབང་ལྷུན་གྲུབ།,,,,,,,,,,,,,,,,,,,,,
P1KG6235,Male,,,,,ཇོ་སྐར།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS12470,,,,,,རྡོ་རྗེ་གླིང་པ།,,,ཁ་རེག་སིང་མ་དགོན་བླ་མ ༠༢,,,,,,,,,,,,,,,,,,,,,,
P4809,Male,,,,,སྐྱབས་འབུམ།,,,,,,,,,,,,,,,,,,,,,,,,,
P5814,Male,,,,,དཀོན་མཆོག་རྡོ་རྗེ།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS15115,,,,,,བསོད་ནམས་ཚུལ་ཁྲིམས།,,,,,,,,,,,,,,,,,,,,,,,,,
P1KG21262,,1933,,,,ཧྥིན་ཡུས་ཀྲུའུ།,冯育柱,,,,,,,,,,,,,,,,,,,,,,,,
P8LS12835,,1946,,Geluk,Q319218,ཁྱ་ཚེ་བསྟན་པའི་རྒྱལ་མཚན།,,,བསྟན་པའི་རྒྱལ་མཚན།,རྔ་ཡུལ་སྒོ་མང་མཁན་རབས ༠༨,,,,,,,,,,,,,,,,,,,,,
P8LS12306,,,,,,མང་ཐོས་འདུལ་འཛིན་ངག་དབང་མཁས་གྲུབ།,,,རོང་པོ་རྒྱུད་པ་ཁྲི ༠༧,ངག་དབང་མཁས་གྲུབ།,,,,,,,,,,,,,,,,,,,,,
P7101,Male,,1540,,,རྗེ་དྲུང་ཀུན་དཔལ།,,,ཀུན་དཔལ།,,,,,,,,,,,,,,,,,,,,,,
P1KG9845,Male,1817,1875,,,གྲུབ་དབང་ཨོ་རྒྱན་གཞན་ཕན་མཐའ་ཡས།,,,ཨོ་རྒྱན་གཞན་ཕན་མཐའ་ཡས།,,,,,,,,,,,,,,,,,,,,,,
P10699,Male,,,,,ཡོན་ཏན་མཁས་བཙུན།,,,,,,,,,,,,,,,,,,,,,,,,,
P4CZ321157,,1969,,,,བཛྲ་འཕྲིན་ལས།,,,འཕྲིན་ལས་རྒྱ་མཚོ།,,,,,,,,,,,,,,,,,,,,,,
P8LS3443,,,,,,སྔགས་ཆེན་དཔལ་སེང་སྤྲུལ་སྐུ་དཀའ་ཆེན་ངག་དབང་དཔལ་ལྡན་ཤེས་རབ་སེངྒེ,,,བཀྲས་ལྷུན་རྒྱུད་པ་གྲྭ་ཚང་ཁྲི ༣༧་ངག་དབང་དཔལ་ལྡན་ཤེས་རབ་སེངྒེ,དཀའ་ཆེན་ངག་དབང་དཔལ་ལྡན་ཤེས་རབ་སེངྒེ,ངག་དབང་དཔལ་ལྡན་ཤེས་རབ་སེངྒེ,,,,,,,,,,,,,,,,,,,,
P5644,Male,,,,,བསྟན་དར་སྔགས་རམས་པ།,,,བཤད་སྒྲུབ་བསྟན་དར།,,,,,,,,,,,,,,,,,,,,,,
P2062,Male,,,,,ཏཱ་དབོན་ངག་དབང་བློ་བཟང་།,,,ངག་དབང་བློ་བཟང་།,,,,,,,,,,,,,,,,,,,,,,
P4632,Female,,,,,དཔོན་མོ་ལྷ་དགའ་བསྟན་འཛིན།,,,ལྷ་དགའ་བསྟན་འཛིན།,,,,,,,,,,,,,,,,,,,,,,
P1482,Male,,,,,མཚུར་ཕུ་ཀུན་སྤངས་པ།,,,,,,,,,,,,,,,,,,,,,,,,,
P2DB25467,,1928,2001,,,གཡུ་རྔོག་པ་བློ་བཟང་ཆོས་འཕེལ།,,,བློ་བཟང་ཆོས་འཕེལ།,,,,,,,,,,,,,,,,,,,,,,
P8361,Male,,,,,རུ་སྔུན་བསོད་ནམས་རྒྱལ།,,,བསོད་ནམས་རྒྱལ།,,,,,,,,,,,,,,,,,,,,,,
P8LS12396,,1929,,,,དཀར་དགོན་མཁན་ཟུར་བློ་བཟང་འཇམ་དབྱངས།,,,བློ་བཟང་འཇམ་དབྱངས།,ཀླུ་སྦྱིན་དགེ་བའི་བཤེས་གཉེན་བློ་བཟང་འཇམ་དབྱངས།,སེར་བྱེས་མཁན་རབས ༣༦,,,,,,,,,,,,,,,,,,,,
P4990,Male,,,,,སྨན་པ་བློ་བཟང་ཚུལ་ཁྲིམས།,,,བློ་བཟང་ཚུལ་ཁྲིམས།,,,,,,,,,,,,,,,,,,,,,,
P5551,Male,1519,1562,Kagyu,Q471187,སྒམ་པོ་ཐུབ་དབང་བསྟན་འཛིན།,,,ཐུབ་དབང་བསྟན་འཛིན།,,,,,,,,,,,,,,,,,,,,,,
P1KG6175,Male,,,,,སུང་ཧྲན།,,,,,,,,,,,,,,,,,,,,孙山,,,,,
P1930,Male,,,,,སྒོ་མང་ལྷ་རམས་པ་དགེ་འདུན་རྒྱ་མཚོ།,,,དགེ་འདུན་རྒྱ་མཚོ།,,,,,,,,,,,,,,,,,,,,,,
P9539,Male,,,,,ཡ་མ་མགོན་པོ།,,,,,,,,,,,,,,,,,,,,,,,,,
P8423,Male,,,,,བྱང་ཆུབ་རྣམ་རྒྱལ་དགེ་ལེགས།,,,,,,,,,,,,,,,,,,,,,,,,,
P7363,Male,1922,,,,,,yvan comolli,"comolli, yvan",,,,,,,,,,,,,,,,,,,,,,
P10072,Male,,,,,པ་སངས་དབང་ཆེན།,,,,,,,,,,,,,,,,,,,,,,,,,
P3JT5683,Female,,,,,འབྲོམ་མོ་སྐྱིད་པ་ལེགས།,,,,,,,,,,,,,,,,,,,,,,,,,
P9993,Male,,,,,མཐར་རྩའི་བླ་མ་གཞོན་ནུ་དར།,,,གཞོན་ནུ་དར།,,,,,,,,,,,,,,,,,,,,,,
P407,Male,1255,1327,,,ཀམ་ཀམ་པ་རིན་ཆེན་གཞོན་ནུ།,,,སྐམ་སྐམ་པ་རིན་ཆེན་གཞོན་ནུ།,རིན་ཆེན་གཞོན་ནུ།,,,,,,,,,,,,,,,,,,,,,
P8LS12837,,1889,1968,Geluk,Q319218,རྡོ་རྗེ་འཆང་ཡེ་ཤེས་རྒྱ་མཚོ།,,,རྔ་ཡུལ་སྒོ་མང་མཁན་རབས ༡༣,ཡེ་ཤེས་རྒྱ་མཚོ།,,,,,,,,,,,,,,,,,,,,,
P8LS12437,,,,Geluk,Q319218,དེ་མོ ༠༦་ངག་དབང་འཇམ་དཔལ་བདེ་ལེགས་རྒྱ་མཚོ།,,,ངག་དབང་འཇམ་དཔལ་བདེ་ལེགས་རྒྱ་མཚོ།,དེ་མོ ༠༦,,,,,,,,,,,,,,,,,,,,,
P1KG24552,Female,1967,,,,གངས་ལྷ་མོ།,,ghang lhamo,,,,,,,,,,,,,,,,,,,,,,,
P2474,Male,,,,,ཤནཏི་པ་ཕྱི་མ།,,,,,,,,,,,,,,,,,,,,,,,,,
P5490,Female,,,,,རྒྱ་མ་ཁྲི་ཁང་སྲི་ཐར་དཔལ་འཛོམས།,,,སྲི་ཐར་དཔལ་འཛོམས།,,,,,,,,,,,,,,,,,,,,,,
P5425,Male,1903,1957,Geluk,Q319218,སྙན་དགོན་སྤྲུལ་སྐུ་མདོ་སྔགས་ཆོས་ཀྱི་རྒྱ་མཚོ།,,Dongak Chokyi Gyatso,མདོ་སྔགས་ཆོས་ཀྱི་རྒྱ་མཚོ།,ཐུབ་བསྟན་ཟླ་བ་བཟང་པོ།,བློ་བཟང་མདོ་སྔགས་ཆོས་ཀྱི་རྒྱ་མཚོ།,སྤྲུལ་སྐུ་གསུང་རབ་པ།,འཇམ་མགོན་བླ་མ་དགྱེས་པའི་འབངས་འཇམ་དཔལ་དགྱེས་པའི་བློ་གྲོས་ཚངས་སྲས་སྙེམས་པའི་སྡེ།,ཀུན་བཟང་བཞད་པའི་རྡོ་རྗེ།,,,,,,,,,,,,,,,,,
P8LS13852,,,,,,གཉག་ལྡོམ་བུ་བ།,,,ལྡོམ་བུ་བ།,,,,,,,,,,,,,,,,,,,,,,
P6972,Male,,,,,ལྷུན་གྲུབ་ཆོས་འཕེལ།,,,,,,,,,,,,,,,,,,,,,,,,,
P10200,Male,,,,,སྡེ་དགེ་དྲུང་ཡིག་གུ་རུ་འཕེལ།,,,གུ་རུ་འཕེལ།,,,,,,,,,,,,,,,,,,,,,,
P8LS15007,,,,,,བསམ་གཏན།,,,རྗེ་དབོན་འཚོ་བྱེད་བསམ་གཏན།,,,,,,,,,,,,,,,,,,,,,,
P7658,Male,,,KarmaKagyu,Q785447,སི་ཏུ་དབོན་སྤྲུལ་ཀརྨ་ངེས་དོན་སྙིང་པོ་གཞན་ཕན་ཆོས་ཀྱི་དབང་ཕྱུག,,,ཀརྨ་ངེས་དོན་སྙིང་པོ།,གསུང་རབ་ཕྲེང་བ་བདུད་རྩིའི་སྒྲ་དབྱངས།,,,,,,,,,,,,,,,,,,,,,
P8216,Male,,,,,ལོ་ཙཱ་བ་ཤཱཀྱ་བློ་གྲོས།,,,ཤཱཀྱ་བློ་གྲོས།,,,,,,,,,,,,,,,,,,,,,,
P8LS12354,,,,Geluk,Q319218,མིག་དམར་བརྩི་གཞག་འཇམ་དབྱངས་དར་རྒྱས།,,,འཇམ་དབྱངས་དར་རྒྱས།,གཙང་དགོན་གདན་རབས ༡༥,,,,,,,,,,,,,,,,,,,,,
P3615,Male,,,,,ཤར་ཆེན་ངག་དབང་ལྷུན་གྲུབ།,,,ངག་དབང་ལྷུན་གྲུབ།,,,,,,,,,,,,,,,,,,,,,,
P3676,Female,,,,,བསོད་ནམས་འབུམ།,,,,,,,,,,,,,,,,,,,,,,,,,
P8LS12709,,,,,,བཀའ་བརྒྱུད་བསྟན་འཛིན།,,,བྲག་དམར་སེང་གདོང་སྤྲུལ་སྐུ ༠༢,,,,,,,,,,,,,,,,,,,,,,
P10623,Male,,,,,རོང་པ་མཁན་པོ་སེངྒེ་ཟིལ་གནོན།,,,སེངྒེ་ཟིལ་གནོན།,,,,,,,,,,,,,,,,,,,,,,
P6647,Male,1966,,,,དཔལ་ཤེས་སྒྲོལ་མ་ཚེ་རིང་།,,,སྒྲོལ་མ་ཚེ་རིང་།,,,,,,,,,,,,,,,,,,,,,,
P4265,Male,,,,,ལོ་བྱི་མགོ་བ།,,,"མགོ་བ,་ལོ་བྱི།",,,,,,,,,,,,,,,,,,,,,,
P7049,Male,1948,,,,མགོན་པོ་དབང་རྒྱལ།,,,,,,,,,,,,,,,,,,,,,,,,,
P00KG02663,,,,,,སློབ་དཔོན་ཏ་ཐཱ་ག་ཏ་རཀྵི་ཏ།,,,ཏ་ཐཱ་ག་ཏ་རཀྵི་ཏ།,,,,,,,,,,,,,,,,,,,,,,
P8411,Male,,,,,གྲུབ་པ་དཔལ་བཟང་པོ།,,,,,,,,,,,,,,,,,,,,,,,,,
P10264,Male,,,,,པདྨ་དབང་རྒྱལ།,,,,,,,,,,,,,,,,,,,,,,,,,
P10680,Male,,,,,འཇམ་དགེ་བཤེས་དཔལ་ལྡན།,,,དཔལ་ལྡན།,,,,,,,,,,,,,,,,,,,,,,
P9483,Male,,,,,རས་ཆེན་ཀརྨ་གསང་སྔགས།,,,ཀརྨ་གསང་སྔགས།,,,,,,,,,,,,,,,,,,,,,,
P2DB5091,,,,,,,乔高才让,qiao gao cai rang,,,,,,,,,,,,,,,,,,,,,,,
P4832,Male,,,,,སྙེ་ཐང་ལོ་ཙཱ་བ་བློ་གྲོས་བརྟན་པ།,,,བློ་གྲོས་བརྟན་པ།,བློ་བརྟན་བཞི་པ།,,,,,,,,,,,,,,,,,,,,,
P1843,Female,,,,,ཚེ་ལྕམ།,,,,,,,,,,,,,,,,,,,,,,,,,
P5089,Female,,,,,དཔལ་ལྡན་འཛོམ།,,,,,,,,,,,,,,,,,,,,,,,,,
P873,Male,1465,1540,DrukpaKagyu,Q784270,འབྲུག་ཆེན་ངག་དབང་ཆོས་རྒྱལ།,,,ངག་དབང་ཆོས་རྒྱལ།,ངག་དབང་ཆོས་ཀྱི་རྒྱལ་པོ།,འབྲུག་ཆེན།,འབྲུག་པ་ནང་སོ།,,,,,,,,,,,,,,,,,,,
P5228,Female,,,,,རིན་ཆེན་རྒྱལ།,,,,,,,,,,,,,,,,,,,,,,,,,
P3262,Male,,,,,སློབ་དཔོན་རིན་ཆེན་བཀྲ་ཤིས།,,,རིན་ཆེན་བཀྲ་ཤིས།,,,,,,,,,,,,,,,,,,,,,,
P5345,Male,,,,,བློ་བཟང་ནོར་བུ།,,,,,,,,,,,,,,,,,,,,,,,,,
P5447,Male,,,,,གྲི་གུ་རྒོད་སྐྱ་སྤྲུལ་སྐུ ༠༡་ཨོ་རྒྱན་ལས་འཕྲོ་གླིང་པ།,,,ཨོ་རྒྱན་ལས་འཕྲོ་གླིང་པ།,གྲི་གུ་རྒོད་སྐྱ་སྤྲུལ་སྐུ ༠༡,རྒོད་སྐྱ་སྤྲུལ་སྐུ ༠༡་ཨོ་རྒྱན་ལས་འཕྲོ་གླིང་པ།,,,,,,,,,,,,,,,,,,,,
P4420,Male,,,,,ལོ་ཙ་བ་གཞོན་ནུ་མཆོག,,,གཞོན་ནུ་མཆོག,,,,,,,,,,,,,,,,,,,,,,
P2JM340,,,,,,བ་ཐུར་མཁན་ཆེན་ཐུབ་དགའ,,,ཐུབ་དགའ,,,,,,,,,,,,,,,,,,,,,,
P1KG4858,Male,1977,,,,སྐལ་བཟང་དོན་ལྡན།,,tulkhor kalsang,ཡར་འབྲོག་སྤྲུལ་འཁོར་སྐལ་བཟང་།,,,,,,,,,,,,,,,,,,,,,,
P6561,Male,,,,,ཧུང་ཐའི་ཇིས།,,,,,,,,,,,,,,,,,,,,,,,,,
P10015,Male,,,,,འཇད་པ་གཞོན་བྱང་།,,,གཞོན་བྱང་།,གཞོན་ནུ་བྱང་ཆུབ།,,,,,,,,,,,,,,,,,,,,,
P9972,Male,,,,,རླངས་རིགས་སྔགས་བན་ཀརྨ་དྲག་པོ།,,,ཀརྨ་དྲག་པོ།,ཁྲི་སྨོན་ཆོས་མཛད་དོན་ལྡན།,དོན་ལྡན།,,,,,,,,,,,,,,,,,,,,
P7381,Male,,,,,བསོད་ནམས་རྒྱལ།,,,,,,,,,,,,,,,,,,,,,,,,,
P10596,Male,1945,,,,"ཧུཅཀེནཔཧླེར,་བི༹ཅཏོརིཨ།",,"huckenpahler, victoria",,,,,,,,,,,,,,,,,,,,,,,
P8124,Male,1962,,,,ཚོགས་སྤྲུལ་བློ་བཟང་འཕྲིན་ལས་དོན་འགྲུབ།,,,འཕྲིན་ལས་དོན་འགྲུབ།,བློ་བཟང་འཕྲིན་ལས་དོན་འགྲུབ།,,,,,,,,,,,,,,,,,,,,,
P8482,Male,,,,,ལོ་སྤྱན་སྔ་བྱམས་པ་ངག་དབང་ཀུན་དགའ་དོན་གྲུབ།,,,བྱམས་པ་ངག་དབང་ཀུན་དགའ་དོན་གྲུབ།,ཀུན་དགའ་དོན་གྲུབ།,,,,,,,,,,,,,,,,,,,,,
P4CZ15101,,,,,,མཁས་པ་དཔེ་མེད་བསྲུངས།,,,ཨ་ནུ་པ་མ་རཀྵི་ཏ།,དཔེ་མེད་བསྲུང་།,,,,,,,,,,,,,,,,,,,,,
P419,Male,,,,,ཇུན་གར་ཚེ་དབང་རབ་བརྟན།,,,ཚེ་དབང་རབ་བརྟན།,,,,,,,,,,,,,,,,,,,,,,
P3289,Male,,,,,གྲུབ་ཆེན་གརབྷ་རི་པ།,,,སློབ་དཔོན་འགར་པ་རི་པ།,གརབྷ་རི་པ།,,,,,,,,,,,,,,,,,,,,,
P5471,Male,,,,,ལྕགས་ཟམ ༠༣་ངག་དབང་ཉི་ཟླ་བཟང་པོ།,,,ཉི་ཟླ་བཟང་པོ།,ངག་དབང་ཉི་ཟླ་བཟང་པོ།,ལྕགས་ཟམ་སྤྲུལ་སྐུ ༠༣,,,,,,,,,,,,,,,,,,,,
P1KG3932,Male,,,Nyingma,Q848771,འཇིགས་མེད་ཡོན་ཏན་རྒྱ་མཚོ།,,,དཔའ་བོ་རྡོ་རྗེ་བདུད་རྩི་རྩལ།,སྟག་ཤམ་རྡོ་རྗེ་བདུད་རྩི་རྩལ།,,,,,,,,,,,,,,,,,,,,,
P5135,Female,,,,,དགེ་ཐ།,,,,,,,,,,,,,,,,,,,,,,,,,
P7804,Male,,,,,བསམ་གཏན་གླིང་པ་འཕྲིན་ལས་འགྲོ་འདུལ་ལས་རབ་བདེ་བ་རྩལ།,,,ཁྲག་འཐུང་ནག་པོ་ཨོ་རྒྱན་འཇིགས་མེད་མི་འགྱུར་བསམ་གཏན་གླིང་པ།,འཕྲིན་ལས་འགྲོ་འདུལ་ལས་རབ་བདེ་བ་རྩལ།,,,,,,,,,,,,,,,,,,,,,
P4077,Male,,,Geluk,Q319218,མདོ་བ་ངག་དབང་བསྟན་འཕེལ།,,,བྱ་ཁྱུང་མཁན་རབས ༤༡,ངག་དབང་བསྟན་འཕེལ།,བྱ་ཁྱུང་མཁན་རབས ༤༡་ངག་དབང་བསྟན་འཕེལ།,,,,,,,,,,,,,,,,,,,,
P4CZ10545,,,,,,སློབ་དཔོན་བུདྡྷཱ་ཀ་ར་བཛྲ།,,,བུདྡྷཱ་ཀ་ར་བཛྲ།,,,,,,,,,,,,,,,,,,,,,,
P4CZ15155,,,,,,རྒྱལ་པོ་སེངྒེའི་གདོང་ཅན་ཁྱབ་འཇུག་སྤངས་པ།,,,བྱང་ཆུབ་སེམས་དཔའ་སེངྒེའི་གདོང་ཅན་ཁྱབ་འཇུག་སྤངས་པ།,ཁྱབ་འཇུག་སྦས་པ།,ཁྱབ་འཇུག་སྤངས་པ།,,,,,,,,,,,,,,,,,,,,
P3152,Male,,1628,Geluk,Q319218,སྲད་རྒྱུད་པ་དཀོན་མཆོག་རྒྱ་མཚོ།,,,དཀོན་མཆོག་རྒྱ་མཚོ།,རྒྱུད་ཆེན་དཀོན་མཆོག་རྒྱ་མཚོ།,,,,,,,,,,,,,,,,,,,,,
P5961,Male,,1993,,,རྫོང་ནང་ཞབས་དྲུང་།,,,རྫོང་ནང་ཞབས་དྲུང་དགེ་འདུན་བསྟན་པ་རྒྱ་མཚོ།,དགེ་འདུན་བསྟན་པ་རྒྱ་མཚོ།,,,,,,,,,,,,,,,,,,,,,
P1447,Female,,,,,ཇོ་མོ་གཡང་འདྲེན།,,,,,,,,,,,,,,,,,,,,,,,,,
P1KG24347,Female,,,,,མལ་ཏི་བན་སལ།,,malti bansal,,,,,,,,,,,,,,,,,,"bansal, malti",,,,,
P1KG109147,,1969,,,,ཐུབ་བསྟན་སྙན་གྲགས་བཟང་པོ།,,anyen rinpoche,ཨ་སྙན་བཟང་པོ།,ཨ་སྙན་རིན་པོ་ཆེ།,,,,,,,,,,,,,,,,,,,,,
